IPAddress,Finished,F_SEX,AGE,F_AGECAT,RACE,DATAUSEa_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49
24.24.253.104,TRUE,Male,41,30-49,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
50.228.255.139,TRUE,Male,41,30-49,White,Acceptable,Unacceptable,Acceptable,Acceptable
72.23.54.57,TRUE,Male,41,30-49,White,Acceptable,Acceptable,Unacceptable,Unsure
72.69.83.140,TRUE,Male,41,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
50.228.255.221,TRUE,Male,41,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
24.193.23.208,TRUE,Male,41,30-49,Black or African American,Acceptable,Acceptable,Unacceptable,Unacceptable
50.228.255.105,TRUE,Male,41,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
63.78.119.155,TRUE,Male,41,30-49,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Acceptable
50.228.255.64,TRUE,Male,41,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
74.187.178.132,TRUE,Male,42,30-49,White,Unacceptable,Acceptable,Acceptable,Acceptable
174.48.200.252,TRUE,Male,42,30-49,Hispanic or Latino,Unsure,Acceptable,Unsure,Unsure
174.58.144.148,TRUE,Female,42,30-49,White,Unsure,Unacceptable,Unacceptable,Unsure
72.130.9.227,TRUE,Male,42,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
172.58.169.166,TRUE,Female,42,30-49,White,Unsure,Unsure,Unsure,Unsure
68.102.88.137,TRUE,Male,42,30-49,White,Unsure,Acceptable,Acceptable,Acceptable
24.61.137.32,TRUE,Male,42,30-49,Black or African American,Unsure,Unsure,Unsure,Unsure
173.125.12.216,TRUE,Male,42,30-49,"Hispanic or Latino,White",Unacceptable,Acceptable,Acceptable,Acceptable
73.216.65.36,TRUE,Female,42,30-49,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unsure
68.7.240.82,TRUE,Female,42,30-49,White,Unacceptable,Acceptable,Acceptable,Unacceptable
76.173.220.247,TRUE,Male,42,30-49,"Asian or Asian American,Native Hawaiian or Pacific Islander",Unacceptable,Unacceptable,Acceptable,Acceptable
172.12.124.144,TRUE,Male,42,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
76.119.185.61,TRUE,Male,42,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
98.196.253.106,TRUE,Male,42,30-49,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
208.53.237.123,TRUE,Male,42,30-49,White,Unacceptable,Acceptable,Acceptable,Acceptable
74.105.119.119,TRUE,Male,42,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
107.242.113.2,TRUE,Male,42,30-49,Hispanic or Latino,Acceptable,Unsure,Unacceptable,Acceptable
67.176.51.209,TRUE,Male,42,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
45.46.166.86,TRUE,Male,42,30-49,White,Acceptable,Unacceptable,Acceptable,Unacceptable
24.11.44.75,TRUE,Male,42,30-49,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
173.115.105.170,TRUE,Male,42,30-49,"Hispanic or Latino,White",Acceptable,Unacceptable,Acceptable,Unacceptable
172.58.188.113,TRUE,Male,42,30-49,Black or African American,Acceptable,Acceptable,Unacceptable,Unacceptable
72.193.3.16,TRUE,Male,42,30-49,Black or African American,Acceptable,Acceptable,Unacceptable,Unsure
174.192.205.100,TRUE,Male,42,30-49,Other,Acceptable,Acceptable,Acceptable,Acceptable
174.74.116.192,TRUE,Male,42,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
156.1.172.32,TRUE,Male,42,30-49,Hispanic or Latino,Acceptable,Unacceptable,Acceptable,Acceptable
107.197.166.33,TRUE,Male,42,30-49,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
47.13.137.6,TRUE,Male,42,30-49,White,Acceptable,Unsure,Acceptable,Acceptable
24.154.185.91,TRUE,Female,43,30-49,Asian or Asian American,Unsure,Unsure,Unacceptable,Unacceptable
174.223.136.185,TRUE,Male,43,30-49,White,Unsure,Unacceptable,Unsure,Unsure
107.77.235.58,TRUE,Male,43,30-49,White,Unsure,Acceptable,Unsure,Acceptable
47.225.68.15,TRUE,Male,43,30-49,White,Unsure,Unsure,Unsure,Unsure
68.99.151.82,TRUE,Male,43,30-49,Black or African American,Unacceptable,Unacceptable,Acceptable,Unsure
67.184.9.160,TRUE,Female,43,30-49,Asian or Asian American,Unacceptable,Unacceptable,Acceptable,Acceptable
24.239.237.164,TRUE,Male,43,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
97.94.180.54,TRUE,Female,43,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
74.109.27.88,TRUE,Male,43,30-49,White,Unacceptable,Unacceptable,Acceptable,Acceptable
73.233.40.184,TRUE,Male,43,30-49,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
98.212.66.228,TRUE,Male,43,30-49,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.58.21.161,TRUE,Male,43,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Acceptable
96.246.49.164,TRUE,Female,43,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unsure,Unsure
96.41.76.17,TRUE,Male,43,30-49,Native Hawaiian or Pacific Islander,Unacceptable,Acceptable,Acceptable,Unsure
184.190.142.247,TRUE,Female,43,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
71.105.38.114,TRUE,Male,43,30-49,"Hispanic or Latino,White",Unacceptable,Unacceptable,Acceptable,Unacceptable
71.104.39.134,TRUE,Male,43,30-49,White,Acceptable,Acceptable,Unacceptable,Unacceptable
107.77.241.15,TRUE,Female,43,30-49,White,Acceptable,Acceptable,Unacceptable,Unacceptable
69.23.200.40,TRUE,Male,43,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
73.10.108.103,TRUE,Female,43,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
71.191.151.52,TRUE,Male,43,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
71.83.36.105,TRUE,Male,43,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.22.138,TRUE,Male,43,30-49,Hispanic or Latino,Acceptable,Unacceptable,Acceptable,Unacceptable
99.203.16.23,TRUE,Female,44,30-49,Black or African American,Unsure,Unsure,Unsure,Unsure
64.121.144.35,TRUE,Female,44,30-49,White,Unsure,Acceptable,Unsure,Unsure
68.189.24.245,TRUE,Female,44,30-49,White,Unacceptable,Acceptable,Acceptable,Acceptable
99.203.11.9,TRUE,Female,44,30-49,Black or African American,Unacceptable,Acceptable,Acceptable,Acceptable
73.250.90.105,TRUE,Female,44,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unsure,Unacceptable
73.97.138.177,TRUE,Female,44,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
65.151.183.244,TRUE,Male,44,30-49,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
97.100.40.132,TRUE,Male,44,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Acceptable
68.196.38.109,TRUE,Female,44,30-49,Asian or Asian American,Unacceptable,Acceptable,Acceptable,Acceptable
98.21.157.73,TRUE,Female,44,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
68.172.160.183,TRUE,Male,44,30-49,White,Unacceptable,Acceptable,Acceptable,Unacceptable
71.251.130.151,TRUE,Male,44,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
99.203.67.232,TRUE,Male,44,30-49,Other,Unacceptable,Unacceptable,Unacceptable,Unacceptable
142.196.46.2,TRUE,Female,44,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
96.59.154.77,TRUE,Male,44,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
47.146.35.11,TRUE,Female,44,30-49,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unacceptable
166.182.254.160,TRUE,Male,44,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
76.125.140.43,TRUE,Female,44,30-49,"White,Black or African American",Acceptable,Unacceptable,Acceptable,Acceptable
74.62.220.99,TRUE,Male,44,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
98.121.113.232,TRUE,Female,44,30-49,White,Acceptable,Unacceptable,Unacceptable,Unsure
174.254.128.132,TRUE,Male,44,30-49,"White,Asian or Asian American",Acceptable,Unsure,Acceptable,Unsure
68.73.112.171,TRUE,Male,44,30-49,Prefer not to answer,Acceptable,Unacceptable,Acceptable,Unacceptable
98.199.160.135,TRUE,Male,44,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
96.18.143.175,TRUE,Female,45,30-49,"White,American Indian or Alaska Native",Unsure,Acceptable,Acceptable,Acceptable
50.106.214.41,TRUE,Female,45,30-49,White,Unsure,Unsure,Acceptable,Acceptable
107.77.173.32,TRUE,Female,45,30-49,Hispanic or Latino,Unsure,Acceptable,Unacceptable,Unsure
24.96.160.155,TRUE,Female,45,30-49,Black or African American,Unsure,Unsure,Unsure,Unacceptable
107.77.223.128,TRUE,Female,45,30-49,Black or African American,Unsure,Unsure,Unacceptable,Unsure
172.58.107.240,TRUE,Male,45,30-49,Black or African American,Unsure,Acceptable,Acceptable,Unacceptable
68.82.195.111,TRUE,Female,45,30-49,Black or African American,Unsure,Acceptable,Unacceptable,Acceptable
172.56.26.136,TRUE,Male,45,30-49,Black or African American,Unsure,Unacceptable,Acceptable,Unacceptable
172.56.22.1,TRUE,Male,45,30-49,White,Unsure,Unsure,Unsure,Unacceptable
68.206.213.155,TRUE,Female,45,30-49,Black or African American,Unacceptable,Acceptable,Unacceptable,Unacceptable
70.59.128.61,TRUE,Male,45,30-49,White,Unacceptable,Unacceptable,Unsure,Acceptable
174.140.73.58,TRUE,Male,45,30-49,White,Unacceptable,Unacceptable,Unsure,Unsure
172.74.52.132,TRUE,Female,45,30-49,"Hispanic or Latino,White",Unacceptable,Unacceptable,Acceptable,Unacceptable
162.200.230.116,TRUE,Male,45,30-49,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
65.96.181.71,TRUE,Male,45,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
75.84.137.119,TRUE,Male,45,30-49,White,Unacceptable,Unsure,Acceptable,Unsure
24.177.107.94,TRUE,Female,45,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
97.32.227.22,TRUE,Female,45,30-49,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
69.40.17.233,TRUE,Female,45,30-49,Black or African American,Acceptable,Unsure,Unsure,Unacceptable
172.58.14.233,TRUE,Male,45,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
63.155.97.125,TRUE,Male,45,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
73.28.167.38,TRUE,Female,45,30-49,Black or African American,Acceptable,Unsure,Unsure,Unsure
99.169.71.60,TRUE,Male,45,30-49,White,Acceptable,Acceptable,Unacceptable,Acceptable
73.187.45.37,TRUE,Male,45,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
174.84.161.228,TRUE,Male,45,30-49,American Indian or Alaska Native,Acceptable,Acceptable,Acceptable,Acceptable
173.23.21.196,TRUE,Male,45,30-49,Hispanic or Latino,Acceptable,Unacceptable,Unacceptable,Unacceptable
47.186.65.224,TRUE,Male,45,30-49,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
107.194.150.169,TRUE,Male,45,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
174.97.250.120,TRUE,Male,45,30-49,White,Acceptable,Acceptable,Unacceptable,Unacceptable
99.203.85.215,TRUE,Female,46,30-49,Black or African American,Unsure,Unsure,Unsure,Unsure
64.188.247.194,TRUE,Female,46,30-49,"Hispanic or Latino,White,American Indian or Alaska Native",Unsure,Unacceptable,Unsure,Unsure
68.229.147.185,TRUE,Male,46,30-49,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
172.126.187.219,TRUE,Male,46,30-49,White,Unsure,Unacceptable,Acceptable,Unacceptable
68.34.220.131,TRUE,Female,46,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
47.145.142.12,TRUE,Male,46,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
174.204.203.122,TRUE,Non-binary,46,30-49,"Hispanic or Latino,White,Asian or Asian American",Unacceptable,Unacceptable,Unsure,Unacceptable
74.105.243.20,TRUE,Male,46,30-49,Hispanic or Latino,Unacceptable,Acceptable,Acceptable,Unacceptable
74.105.243.20,TRUE,Male,46,30-49,"Hispanic or Latino,Asian or Asian American",Unacceptable,Unsure,Acceptable,Unacceptable
174.63.121.160,TRUE,Female,46,30-49,Hispanic or Latino,Unacceptable,Acceptable,Unacceptable,Acceptable
70.127.37.252,TRUE,Male,46,30-49,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
76.174.202.58,TRUE,Male,46,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
47.213.254.203,TRUE,Male,46,30-49,White,Acceptable,Unacceptable,Acceptable,Unacceptable
172.58.21.105,TRUE,Female,46,30-49,"Hispanic or Latino,Other",Acceptable,Unacceptable,Unacceptable,Acceptable
70.16.39.213,TRUE,Female,46,30-49,Asian or Asian American,Acceptable,Acceptable,Unacceptable,Acceptable
73.90.111.41,TRUE,Female,46,30-49,White,Acceptable,Unacceptable,Unsure,Unsure
74.64.35.18,TRUE,Female,46,30-49,Black or African American,Acceptable,Unacceptable,Acceptable,Unacceptable
73.98.169.186,TRUE,Male,46,30-49,White,Acceptable,Unacceptable,Unacceptable,Unsure
75.162.227.61,TRUE,Male,46,30-49,White,Acceptable,Unacceptable,Acceptable,Acceptable
107.77.249.13,TRUE,Female,46,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
104.35.75.104,TRUE,Female,47,30-49,"Hispanic or Latino,White",Unsure,Unsure,Unsure,Unsure
45.48.83.142,TRUE,Female,47,30-49,White,Unsure,Unsure,Acceptable,Unsure
70.41.9.137,TRUE,Male,47,30-49,White,Unsure,Unacceptable,Unsure,Unsure
75.132.80.6,TRUE,Female,47,30-49,White,Unacceptable,Acceptable,Acceptable,Unacceptable
75.185.193.8,TRUE,Male,47,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.184.116.135,TRUE,Female,47,30-49,Black or African American,Unacceptable,Acceptable,Acceptable,Acceptable
64.126.35.3,TRUE,Male,47,30-49,Asian or Asian American,Unacceptable,Unsure,Acceptable,Unacceptable
69.117.215.88,TRUE,Male,47,30-49,Hispanic or Latino,Unacceptable,Unsure,Acceptable,Unacceptable
167.181.12.173,TRUE,Male,47,30-49,"Hispanic or Latino,White",Unacceptable,Acceptable,Unacceptable,Unacceptable
24.22.211.162,TRUE,Male,47,30-49,Asian or Asian American,Unacceptable,Acceptable,Unacceptable,Unacceptable
68.230.203.179,TRUE,Male,47,30-49,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
68.169.134.117,TRUE,Male,47,30-49,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
68.38.180.114,TRUE,Male,47,30-49,White,Acceptable,Unacceptable,Acceptable,Unacceptable
68.201.53.229,TRUE,Male,47,30-49,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
8.21.121.186,TRUE,Female,47,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
99.203.87.79,TRUE,Male,47,30-49,Black or African American,Acceptable,Unacceptable,Acceptable,Unacceptable
173.21.87.148,TRUE,Male,47,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
24.242.76.203,TRUE,Female,47,30-49,American Indian or Alaska Native,Acceptable,Acceptable,Acceptable,Acceptable
75.176.226.221,TRUE,Male,47,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
174.255.3.18,TRUE,Male,47,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
68.199.211.26,TRUE,Male,47,30-49,White,Acceptable,Acceptable,Unacceptable,Unacceptable
76.249.155.68,TRUE,Female,48,30-49,Black or African American,Unsure,Unsure,Acceptable,Acceptable
174.63.248.58,TRUE,Female,48,30-49,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
73.29.24.64,TRUE,Female,48,30-49,"White,American Indian or Alaska Native",Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.2.175.205,TRUE,Male,48,30-49,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unsure
76.101.188.92,TRUE,Female,48,30-49,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
71.60.246.60,TRUE,Female,48,30-49,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
67.45.112.228,TRUE,Male,48,30-49,White,Acceptable,Acceptable,Acceptable,Unacceptable
68.134.136.82,TRUE,Male,48,30-49,Black or African American,Acceptable,Acceptable,Unacceptable,Acceptable
97.32.203.54,TRUE,Male,48,30-49,White,Acceptable,Acceptable,Acceptable,Unacceptable
172.58.139.241,TRUE,Male,48,30-49,"Black or African American,Other",Acceptable,Acceptable,Unacceptable,Acceptable
108.214.110.6,TRUE,Female,49,30-49,Black or African American,Unsure,Acceptable,Unsure,Acceptable
104.222.60.227,TRUE,Female,49,30-49,Hispanic or Latino,Unacceptable,Unacceptable,Acceptable,Unacceptable
97.125.158.213,TRUE,Male,49,30-49,White,Unacceptable,Unsure,Unsure,Unsure
12.202.202.20,TRUE,Male,49,30-49,White,Unacceptable,Acceptable,Acceptable,Unsure
107.204.254.166,TRUE,Female,49,30-49,"Hispanic or Latino,American Indian or Alaska Native",Acceptable,Unacceptable,Unacceptable,Unsure
75.66.105.98,TRUE,Female,49,30-49,White,Acceptable,Acceptable,Acceptable,Acceptable
184.182.199.35,TRUE,Male,49,30-49,Black or African American,Acceptable,Unacceptable,Unacceptable,Unsure
24.223.95.254,TRUE,Female,49,30-49,Black or African American,Acceptable,Acceptable,Acceptable,Unsure
130.45.72.83,TRUE,Male,49,30-49,White,Acceptable,Acceptable,Acceptable,Unsure
24.251.238.219,TRUE,Female,50,50-64,Black or African American,Unsure,Unacceptable,Unacceptable,Unacceptable
68.192.187.155,TRUE,Male,50,50-64,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
216.163.1.42,TRUE,Female,50,50-64,White,Unacceptable,Acceptable,Acceptable,Unsure
174.226.1.149,TRUE,Female,50,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.58.101.218,TRUE,Female,50,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unsure
107.13.19.86,TRUE,Male,50,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
68.192.205.170,TRUE,Female,50,50-64,Black or African American,Unacceptable,Acceptable,Unacceptable,Unacceptable
23.240.53.206,TRUE,Male,50,50-64,Asian or Asian American,Unacceptable,Acceptable,Acceptable,Acceptable
75.109.184.212,TRUE,Female,50,50-64,White,Unacceptable,Unacceptable,Acceptable,Acceptable
23.126.85.72,TRUE,Male,50,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
100.16.50.168,TRUE,Female,50,50-64,"White,Asian or Asian American",Unacceptable,Acceptable,Unsure,Unsure
72.181.160.58,TRUE,Male,50,50-64,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unsure,Unacceptable
73.128.81.122,TRUE,Male,50,50-64,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unacceptable
73.48.209.54,TRUE,Female,50,50-64,American Indian or Alaska Native,Acceptable,Acceptable,Unacceptable,Unacceptable
184.91.120.193,TRUE,Male,50,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
99.203.10.12,TRUE,Male,51,50-64,White,Unsure,Unsure,Unacceptable,Unacceptable
174.250.16.6,TRUE,Male,51,50-64,"Hispanic or Latino,Asian or Asian American",Unsure,Unsure,Unsure,Unsure
108.213.213.145,TRUE,Female,51,50-64,Black or African American,Unsure,Unsure,Unsure,Acceptable
73.237.96.199,TRUE,Female,51,50-64,Black or African American,Unsure,Unacceptable,Unacceptable,Unsure
72.231.20.245,TRUE,Female,51,50-64,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
76.171.231.167,TRUE,Male,51,50-64,Asian or Asian American,Unacceptable,Unacceptable,Unsure,Unacceptable
107.242.121.59,TRUE,Male,51,50-64,American Indian or Alaska Native,Unacceptable,Unsure,Unacceptable,Unsure
172.58.29.143,TRUE,Male,51,50-64,Hispanic or Latino,Unacceptable,Acceptable,Acceptable,Unsure
172.58.43.118,TRUE,Male,51,50-64,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
173.191.108.6,TRUE,Male,51,50-64,White,Acceptable,Unacceptable,Unacceptable,Acceptable
184.220.5.79,TRUE,Female,51,50-64,White,Acceptable,Acceptable,Unacceptable,Acceptable
68.63.26.11,TRUE,Female,51,50-64,Asian or Asian American,Acceptable,Acceptable,Unacceptable,Unsure
24.206.134.78,TRUE,Male,51,50-64,White,Acceptable,Unacceptable,Acceptable,Unsure
67.142.112.129,TRUE,Female,51,50-64,White,Acceptable,Acceptable,Unacceptable,Unacceptable
73.191.125.135,TRUE,Male,51,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
35.138.10.147,TRUE,Male,51,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.228.47,TRUE,Male,51,50-64,White,Acceptable,Acceptable,Acceptable,Unsure
173.69.12.187,TRUE,Male,51,50-64,White,Acceptable,Unacceptable,Unsure,Acceptable
76.97.30.18,TRUE,Female,52,50-64,Hispanic or Latino,Unsure,Unsure,Acceptable,Acceptable
73.9.218.51,TRUE,Female,52,50-64,Black or African American,Unsure,Acceptable,Unacceptable,Unsure
70.121.216.141,TRUE,Male,52,50-64,Hispanic or Latino,Unsure,Unsure,Acceptable,Unsure
68.193.0.200,TRUE,Male,52,50-64,White,Unsure,Unacceptable,Acceptable,Unacceptable
73.45.122.87,TRUE,Female,52,50-64,Black or African American,Unacceptable,Acceptable,Acceptable,Unacceptable
47.156.178.34,TRUE,Male,52,50-64,White,Unacceptable,Unacceptable,Unsure,Unsure
162.206.15.136,TRUE,Female,52,50-64,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
208.25.211.33,TRUE,Male,52,50-64,Hispanic or Latino,Unacceptable,Acceptable,Unacceptable,Unsure
50.50.157.70,TRUE,Female,52,50-64,"White,Native Hawaiian or Pacific Islander",Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.213.255.94,TRUE,Male,52,50-64,Black or African American,Unacceptable,Acceptable,Unsure,Unacceptable
73.251.91.245,TRUE,Female,52,50-64,Black or African American,Unacceptable,Unacceptable,Unsure,Unsure
71.11.121.37,TRUE,Male,52,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
68.198.104.215,TRUE,Male,52,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
66.188.92.241,TRUE,Male,52,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
174.26.249.80,TRUE,Male,52,50-64,White,Unacceptable,Unacceptable,Acceptable,Unsure
74.88.76.167,TRUE,Female,52,50-64,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
45.19.112.14,TRUE,Female,52,50-64,Black or African American,Acceptable,Unacceptable,Unacceptable,Acceptable
98.231.88.108,TRUE,Male,52,50-64,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
108.83.205.72,TRUE,Male,52,50-64,Native Hawaiian or Pacific Islander,Acceptable,Acceptable,Acceptable,Unacceptable
74.83.40.240,TRUE,Prefer not to answer,52,50-64,"Hispanic or Latino,White,Black or African American,Asian or Asian American,American Indian or Alaska Native,Native Hawaiian or Pacific Islander,Other",Acceptable,Unacceptable,Acceptable,Acceptable
76.173.2.188,TRUE,Male,52,50-64,White,Acceptable,Unsure,Unacceptable,Unacceptable
97.103.152.91,TRUE,Female,53,50-64,Black or African American,Unsure,Unsure,Unsure,Acceptable
170.205.185.122,TRUE,Female,53,50-64,Black or African American,Unsure,Unsure,Acceptable,Acceptable
64.186.77.147,TRUE,Male,53,50-64,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
70.121.145.96,TRUE,Female,53,50-64,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
75.57.109.168,TRUE,Male,53,50-64,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
50.29.198.51,TRUE,Male,53,50-64,White,Unacceptable,Unsure,Unacceptable,Unsure
69.201.155.72,TRUE,Non-binary,53,50-64,White,Unacceptable,Unacceptable,Unsure,Acceptable
107.9.18.96,TRUE,Male,53,50-64,White,Unacceptable,Acceptable,Unacceptable,Unsure
75.170.115.27,TRUE,Female,53,50-64,Black or African American,Acceptable,Unsure,Acceptable,Unacceptable
38.102.251.130,TRUE,Female,53,50-64,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
71.195.176.198,TRUE,Male,53,50-64,Asian or Asian American,Acceptable,Acceptable,Unacceptable,Unacceptable
67.245.30.173,TRUE,Female,53,50-64,Asian or Asian American,Acceptable,Unsure,Unsure,Acceptable
137.103.101.255,TRUE,Male,53,50-64,White,Acceptable,Acceptable,Acceptable,Unsure
47.38.237.203,TRUE,Male,53,50-64,White,Acceptable,Unacceptable,Acceptable,Unacceptable
141.126.54.87,TRUE,Male,53,50-64,White,Acceptable,Acceptable,Acceptable,Unacceptable
24.125.187.99,TRUE,Female,54,50-64,White,Unsure,Acceptable,Unsure,Unsure
65.184.176.40,TRUE,Female,54,50-64,"White,American Indian or Alaska Native",Unsure,Acceptable,Unacceptable,Unacceptable
47.185.28.54,TRUE,Male,54,50-64,"Hispanic or Latino,White",Unsure,Unsure,Unsure,Unsure
68.32.187.74,TRUE,Female,54,50-64,Black or African American,Unsure,Acceptable,Acceptable,Unsure
66.176.183.237,TRUE,Female,54,50-64,Black or African American,Unsure,Unsure,Unsure,Unsure
8.10.249.2,TRUE,Male,54,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
174.193.142.47,TRUE,Female,54,50-64,Hispanic or Latino,Unacceptable,Unacceptable,Unsure,Unsure
47.222.111.175,TRUE,Female,54,50-64,White,Unacceptable,Unsure,Unacceptable,Unsure
73.197.234.163,TRUE,Female,54,50-64,Black or African American,Unacceptable,Unacceptable,Acceptable,Unsure
99.203.119.207,TRUE,Male,54,50-64,"White,American Indian or Alaska Native",Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.150.3.195,TRUE,Female,54,50-64,Black or African American,Acceptable,Acceptable,Unacceptable,Unacceptable
71.202.244.207,TRUE,Female,54,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
71.147.6.101,TRUE,Female,54,50-64,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Unacceptable
108.195.122.111,TRUE,Male,54,50-64,"Hispanic or Latino,Asian or Asian American",Acceptable,Unsure,Unacceptable,Unacceptable
69.140.200.172,TRUE,Male,54,50-64,"White,American Indian or Alaska Native",Acceptable,Unacceptable,Unacceptable,Unacceptable
68.99.153.226,TRUE,Male,54,50-64,White,Acceptable,Unacceptable,Acceptable,Acceptable
174.236.1.108,TRUE,Male,54,50-64,White,Acceptable,Acceptable,Unsure,Unacceptable
174.229.130.21,TRUE,Female,55,50-64,White,Unsure,Unsure,Unsure,Unsure
174.255.195.26,TRUE,Female,55,50-64,White,Unsure,Unsure,Unacceptable,Unacceptable
45.25.108.104,TRUE,Male,55,50-64,Black or African American,Unsure,Acceptable,Acceptable,Unacceptable
